2017 SAT and PSAT10 District and School Results  - EMBARGOED UNTIL 10:00 A.M. ON AUGUST 17TH ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Means are calculated using only valid scores in the denominator.,,,,,,,,,,,,,,,,
* Values suppressed to protect student privacy.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Test,District Number,District Name,School Number,School Name,Total Students,Valid Scores,Evidence Based Reading and Writing Mean Score,Math Mean Score,Overall Mean Score,Participation Percent,2016 Valid Scores,2016 Evidence Based Reading and Writing Mean Score,2016 Math Mean Score,2016 Overall Mean Score,2016 Participation Percent,Mean Overall Score Change
SAT   ,0480,BOULDER VALLEY RE 2,0934,BOULDER PREP CHARTER HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,1070,BROOMFIELD HIGH SCHOOL,   407,394,538.0,537.8,1075.8, 96.8,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,1380,CENTAURUS HIGH SCHOOL,   271,244,537.3,511.1,1048.4, 90.0,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,2892,FAIRVIEW HIGH SCHOOL,   544,451,612.6,612.1,1224.7, 82.9,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,3499,HALCYON SCHOOL (SPECIAL EDUCATION),*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,4496,JUSTICE HIGH CHARTER SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,5999,MONARCH HIGH SCHOOL,   405,379,595.2,582.4,1177.6, 93.6,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,6195,NEW VISTA HIGH SCHOOL,    74,64,517.7,483.8,1001.4, 86.5,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,    28,22,532.7,529.1,1061.8, 78.6,NA,NA,NA,NA,NA,NA
SAT   ,0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,   140,139,615.3,610.1,1225.3, 99.3,NA,NA,NA,NA,NA,NA
SAT   ,0490,BUENA VISTA R-31,0000,DISTRICT RESULTS,    72,72,531.8,505.6,1037.4,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,    61,61,540.5,516.4,1056.9,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0500,SALIDA R-32,0000,DISTRICT RESULTS,    83,80,534.1,511.9,1046.0, 96.4,NA,NA,NA,NA,NA,NA
SAT   ,0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,    74,73,531.6,513.3,1044.9, 98.6,NA,NA,NA,NA,NA,NA
SAT   ,0510,KIT CARSON R-1,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0520,CHEYENNE COUNTY RE-5,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0540,CLEAR CREEK RE-1,0000,DISTRICT RESULTS,    54,54,544.6,523.3,1068.0,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,    54,54,544.6,523.3,1068.0,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0550,NORTH CONEJOS RE-1J,0000,DISTRICT RESULTS,    88,84,499.8,498.8, 998.6, 95.5,NA,NA,NA,NA,NA,NA
SAT   ,0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,    80,78,508.8,507.4,1016.3, 97.5,NA,NA,NA,NA,NA,NA
SAT   ,0550,NORTH CONEJOS RE-1J,6339,NORTH CONEJOS ALTERNATIVE PROGRAM,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0560,SANFORD 6J,0000,DISTRICT RESULTS,    28,28,485.4,487.5, 972.9,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,    28,28,485.4,487.5, 972.9,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0580,SOUTH CONEJOS RE-10,0000,DISTRICT RESULTS,    23,17,437.1,427.6, 864.7, 73.9,NA,NA,NA,NA,NA,NA
SAT   ,0580,SOUTH CONEJOS RE-10,0252,ANTONITO HIGH SCHOOL,    23,17,437.1,427.6, 864.7, 73.9,NA,NA,NA,NA,NA,NA
SAT   ,0640,CENTENNIAL R-1,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0640,CENTENNIAL R-1,1398,CENTENNIAL SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0740,SIERRA GRANDE R-30,0000,DISTRICT RESULTS,    16,16,462.5,437.5, 900.0,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0740,SIERRA GRANDE R-30,7880,SIERRA GRANDE K-12 SCHOOL,    16,16,462.5,437.5, 900.0,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0770,CROWLEY COUNTY RE-1-J,0000,DISTRICT RESULTS,    36,35,489.4,466.6, 956.0, 97.2,NA,NA,NA,NA,NA,NA
SAT   ,0770,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY JUNIOR AND SENIOR HIGH SCHOOL,    36,35,489.4,466.6, 956.0, 97.2,NA,NA,NA,NA,NA,NA
SAT   ,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,0000,DISTRICT RESULTS,    32,30,494.3,488.0, 982.3, 93.8,NA,NA,NA,NA,NA,NA
SAT   ,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,CUSTER COUNTY HIGH SCHOOL,    32,30,494.3,488.0, 982.3, 93.8,NA,NA,NA,NA,NA,NA
SAT   ,0870,DELTA COUNTY 50(J),0000,DISTRICT RESULTS,   359,329,505.4,484.4, 989.8, 91.6,NA,NA,NA,NA,NA,NA
SAT   ,0870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,    73,71,512.1,482.1, 994.2, 97.3,NA,NA,NA,NA,NA,NA
SAT   ,0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,   130,127,498.4,491.0, 989.4, 97.7,NA,NA,NA,NA,NA,NA
SAT   ,0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,    32,30,500.0,443.3, 943.3, 93.8,NA,NA,NA,NA,NA,NA
SAT   ,0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,    52,48,512.9,489.4,1002.3, 92.3,NA,NA,NA,NA,NA,NA
SAT   ,0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,    43,43,537.2,519.8,1057.0,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,0000,DISTRICT RESULTS,  4951,4588,492.2,484.3, 976.5, 92.7,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,0010,ABRAHAM LINCOLN HIGH SCHOOL,   287,274,431.6,429.3, 861.0, 95.5,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,0040,RIDGE VIEW ACADEMY CHARTER SCHOOL,    38,36,435.8,391.9, 827.8, 94.7,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,0067,ACADEMY OF URBAN LEARNING,    25,16,382.5,366.3, 748.8, 64.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,1295,COLLEGIATE PREPARATORY ACADEMY,   148,138,441.4,438.3, 879.8, 93.2,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,1319,CAREER EDUCATION CENTER EARLY COLLEGE,   108,108,488.6,484.9, 973.5,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,1489,COMPASSION ROAD ACADEMY,    31,22,455.0,419.1, 874.1, 71.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,1748,COLORADO HIGH SCHOOL CHARTER,   120,48,430.4,417.3, 847.7, 40.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2145,DSST: GREEN VALLEY RANCH HIGH SCHOOL,   121,119,552.7,579.8,1132.5, 98.3,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2175,DSST: COLE HIGH SCHOOL,    89,86,552.0,574.0,1125.9, 96.6,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,    85,83,553.0,512.0,1065.1, 97.6,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,   163,161,617.4,577.4,1194.8, 98.8,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2185,DSST: STAPLETON HIGH SCHOOL,   136,133,596.3,603.5,1199.8, 97.8,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,    33,29,412.8,401.4, 814.1, 87.9,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2209,DCIS AT MONTBELLO,    99,95,441.2,456.5, 897.7, 96.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,   600,566,559.4,538.3,1097.7, 94.3,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2641,EXCEL ACADEMY,    69,32,448.1,437.8, 885.9, 46.4,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2726,EMILY GRIFFITH HIGH SCHOOL,    44,34,412.1,389.4, 801.5, 77.3,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2755,VENTURE PREP HIGH SCHOOL,    62,62,454.4,438.5, 892.9,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,   104,99,450.7,444.0, 894.7, 95.2,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,   309,290,535.7,525.1,1060.7, 93.9,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,3540,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,    38,38,545.8,502.6,1048.4,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,   247,236,459.4,462.2, 921.6, 95.5,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,    93,91,483.1,488.8, 971.9, 97.8,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,    55,53,455.7,443.0, 898.7, 96.4,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,    56,53,423.8,413.0, 836.8, 94.6,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,5605,DR. MARTIN LUTHER KING JR. EARLY COLLEGE,   174,163,448.5,478.8, 927.3, 93.7,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY,    35,33,410.9,402.7, 813.6, 94.3,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,    72,72,434.9,425.0, 859.9,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,6308,NORTH HIGH SCHOOL ENGAGEMENT CENTER,    26,23,410.0,401.7, 811.7, 88.5,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,   172,162,472.7,448.0, 920.7, 94.2,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,6350,BRUCE RANDOLPH SCHOOL,    88,84,442.0,419.4, 861.4, 95.5,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,6509,DENVER ONLINE HIGH SCHOOL,    45,40,530.8,488.0,1018.8, 88.9,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,7188,P.U.S.H. ACADEMY,    33,32,408.4,397.8, 806.3, 97.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,7246,RESPECT ACADEMY AT LINCOLN,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,7361,RISEUP COMMUNITY SCHOOL,    25,20,420.0,394.0, 814.0, 80.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,8086,SOUTH HIGH SCHOOL,   383,373,488.5,483.0, 971.5, 97.4,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE,    34,32,462.8,453.4, 916.3, 94.1,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,8145,SUMMIT ACADEMY,    46,45,430.2,419.3, 849.6, 97.8,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,8347,STRIVE PREP - EXCEL,    81,71,471.3,488.5, 959.7, 87.7,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,8822,THOMAS JEFFERSON HIGH SCHOOL,   228,221,524.4,510.7,1035.1, 96.9,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,8995,VISTA ACADEMY,    60,54,423.5,418.5, 842.0, 90.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,9348,WEST CAREER ACADEMY,    17,17,445.3,420.0, 865.3,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,9639,STRIVE PREP - SMART ACADEMY,   101,100,484.1,491.5, 975.6, 99.0,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,9693,WEST EARLY COLLEGE,    48,46,434.6,437.0, 871.5, 95.8,NA,NA,NA,NA,NA,NA
SAT   ,0880,DENVER COUNTY 1,9702,WEST LEADERSHIP ACADEMY,    58,52,427.3,436.7, 864.0, 89.7,NA,NA,NA,NA,NA,NA
SAT   ,0890,DOLORES COUNTY RE NO.2,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,0000,DISTRICT RESULTS,  4697,4423,547.3,539.6,1086.9, 94.2,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,0201,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,    59,54,448.1,408.9, 857.0, 91.5,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,1367,CASTLE VIEW HIGH SCHOOL,   472,448,530.6,517.6,1048.1, 94.9,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,1503,CHAPARRAL HIGH SCHOOL,   531,510,547.2,542.3,1089.5, 96.0,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,2230,DOUGLAS COUNTY HIGH SCHOOL,   449,414,539.3,538.5,1077.8, 92.2,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,2338,EAGLE ACADEMY,52,35,451.4,420.0, 871.4, 67.3,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,3980,HIGHLANDS RANCH HIGH SCHOOL,   404,376,552.0,546.2,1098.1, 93.1,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,3995,HOPE ONLINE LEARNING ACADEMY HIGH SCHOOL,   100,91,421.0,401.6, 822.6, 91.0,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,4271,LEGEND HIGH SCHOOL,   500,474,543.6,529.0,1072.6, 94.8,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,5259,STEM MIDDLE & HIGH SCHOOL,    87,86,609.2,608.1,1217.3, 98.9,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,    31,17,514.7,507.6,1022.4, 54.8,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,   583,561,560.2,553.4,1113.6, 96.2,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,    73,71,584.6,579.4,1164.1, 97.3,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,   343,325,534.1,525.8,1059.9, 94.8,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,   503,487,586.1,576.8,1162.8, 96.8,NA,NA,NA,NA,NA,NA
SAT   ,0900,DOUGLAS COUNTY RE 1,8847,THUNDERRIDGE HIGH SCHOOL,   508,474,551.5,551.7,1103.2, 93.3,NA,NA,NA,NA,NA,NA
SAT   ,0910,EAGLE COUNTY RE 50,0000,DISTRICT RESULTS,   500,476,508.4,491.8,1000.2, 95.2,NA,NA,NA,NA,NA,NA
SAT   ,0910,EAGLE COUNTY RE 50,0205,RED CANYON HIGH SCHOOL,    48,37,430.0,403.5, 833.5, 77.1,NA,NA,NA,NA,NA,NA
SAT   ,0910,EAGLE COUNTY RE 50,0604,BATTLE MOUNTAIN HIGH SCHOOL,   212,203,513.6,502.5,1016.1, 95.8,NA,NA,NA,NA,NA,NA
SAT   ,0910,EAGLE COUNTY RE 50,2350,EAGLE VALLEY HIGH SCHOOL,   211,209,510.8,490.4,1001.2, 99.1,NA,NA,NA,NA,NA,NA
SAT   ,0910,EAGLE COUNTY RE 50,9061,VAIL SKI AND SNOWBOARD ACADEMY (VSSA),    27,27,558.1,543.3,1101.5,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0910,EAGLE COUNTY RE 50,9701,WORLD ACADEMY,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0920,ELIZABETH C-1,0000,DISTRICT RESULTS,   160,145,526.5,507.4,1033.9, 90.6,NA,NA,NA,NA,NA,NA
SAT   ,0920,ELIZABETH C-1,2608,ELIZABETH HIGH SCHOOL,   142,129,534.0,519.5,1053.5, 90.8,NA,NA,NA,NA,NA,NA
SAT   ,0920,ELIZABETH C-1,3236,FRONTIER HIGH SCHOOL,    18,16,465.6,410.6, 876.3, 88.9,NA,NA,NA,NA,NA,NA
SAT   ,0930,KIOWA C-2,0000,DISTRICT RESULTS,    19,18,498.3,511.1,1009.4, 94.7,NA,NA,NA,NA,NA,NA
SAT   ,0930,KIOWA C-2,4728,KIOWA HIGH SCHOOL,    19,18,498.3,511.1,1009.4, 94.7,NA,NA,NA,NA,NA,NA
SAT   ,0940,BIG SANDY 100J,0000,DISTRICT RESULTS,    18,17,520.0,549.4,1069.4, 94.4,NA,NA,NA,NA,NA,NA
SAT   ,0940,BIG SANDY 100J,7922,SIMLA HIGH SCHOOL,    18,17,520.0,549.4,1069.4, 94.4,NA,NA,NA,NA,NA,NA
SAT   ,0950,ELBERT 200,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0950,ELBERT 200,2574,ELBERT JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0970,CALHAN RJ-1,0000,DISTRICT RESULTS,    48,47,481.9,457.0, 938.9, 97.9,NA,NA,NA,NA,NA,NA
SAT   ,0970,CALHAN RJ-1,1218,CALHAN HIGH SCHOOL,    48,47,481.9,457.0, 938.9, 97.9,NA,NA,NA,NA,NA,NA
SAT   ,0980,HARRISON 2,0000,DISTRICT RESULTS,   621,593,476.6,468.4, 945.0, 95.5,NA,NA,NA,NA,NA,NA
SAT   ,0980,HARRISON 2,0469,ATLAS PREPARATORY HIGH SCHOOL,    79,77,472.1,456.8, 928.8, 97.5,NA,NA,NA,NA,NA,NA
SAT   ,0980,HARRISON 2,3806,HARRISON HIGH SCHOOL,   226,215,475.1,472.8, 947.9, 95.1,NA,NA,NA,NA,NA,NA
SAT   ,0980,HARRISON 2,3870,HIGH SCHOOL PREPARATORY ACADEMY,    19,16,407.5,395.6, 803.1, 84.2,NA,NA,NA,NA,NA,NA
SAT   ,0980,HARRISON 2,4378,JAMES IRWIN CHARTER HIGH SCHOOL,   106,106,535.2,535.3,1070.5,100.0,NA,NA,NA,NA,NA,NA
SAT   ,0980,HARRISON 2,7882,SIERRA HIGH SCHOOL,   188,177,452.4,435.5, 887.9, 94.1,NA,NA,NA,NA,NA,NA
SAT   ,0990,WIDEFIELD 3,0000,DISTRICT RESULTS,   602,570,477.7,463.9, 941.5, 94.7,NA,NA,NA,NA,NA,NA
SAT   ,0990,WIDEFIELD 3,5841,MESA RIDGE HIGH SCHOOL,   294,282,482.8,474.4, 957.2, 95.9,NA,NA,NA,NA,NA,NA
SAT   ,0990,WIDEFIELD 3,9560,DISCOVERY HIGH SCHOOL,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,0990,WIDEFIELD 3,9566,WIDEFIELD HIGH SCHOOL,   292,273,473.3,454.8, 928.1, 93.5,NA,NA,NA,NA,NA,NA
SAT   ,1000,FOUNTAIN 8,0000,DISTRICT RESULTS,   461,450,491.6,476.2, 967.8, 97.6,NA,NA,NA,NA,NA,NA
SAT   ,1000,FOUNTAIN 8,0203,WELTE EDUCATION CENTER,    46,42,418.8,414.3, 833.1, 91.3,NA,NA,NA,NA,NA,NA
SAT   ,1000,FOUNTAIN 8,3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,   415,408,499.1,482.6, 981.7, 98.3,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,0000,DISTRICT RESULTS,  1828,1672,492.0,473.9, 965.9, 91.5,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,0269,ACHIEVE ONLINE,    50,41,492.7,461.5, 954.1, 82.0,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,0871,THE BIJOU SCHOOL,    33,30,448.0,416.7, 864.7, 90.9,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,1616,CIVA CHARTER ACADEMY,    33,33,533.6,512.4,1046.1,100.0,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,1870,CORONADO HIGH SCHOOL,   339,328,526.9,516.4,1043.3, 96.8,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,1885,COMMUNITY PREP CHARTER SCHOOL,    77,40,433.3,406.0, 839.3, 51.9,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,2202,DOHERTY HIGH SCHOOL,   437,420,505.6,484.8, 990.4, 96.1,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,2400,EARLY COLLEGE HIGH SCHOOL,    29,28,487.9,441.4, 929.3, 96.6,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,    58,52,411.5,401.7, 813.3, 89.7,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,5146,LIFE SKILLS CENTER OF COLORADO SPRINGS,    54,37,421.9,379.5, 801.4, 68.5,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,5948,MITCHELL HIGH SCHOOL,   309,279,444.4,430.0, 874.4, 90.3,NA,NA,NA,NA,NA,NA
SAT   ,1010,COLORADO SPRINGS 11,6680,PALMER HIGH SCHOOL,   394,375,505.9,488.6, 994.5, 95.2,NA,NA,NA,NA,NA,NA
SAT   ,1020,CHEYENNE MOUNTAIN 12,0000,DISTRICT RESULTS,   377,369,577.3,575.3,1152.6, 97.9,NA,NA,NA,NA,NA,NA
SAT   ,1020,CHEYENNE MOUNTAIN 12,1590,CHEYENNE MOUNTAIN HIGH SCHOOL,   313,306,566.1,567.5,1133.6, 97.8,NA,NA,NA,NA,NA,NA
SAT   ,1020,CHEYENNE MOUNTAIN 12,9057,THE VANGUARD SCHOOL (HIGH),    64,63,631.7,613.2,1244.9, 98.4,NA,NA,NA,NA,NA,NA
SAT   ,1030,MANITOU SPRINGS 14,0000,DISTRICT RESULTS,   108,103,538.7,505.0,1043.8, 95.4,NA,NA,NA,NA,NA,NA
SAT   ,1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,   108,103,538.7,505.0,1043.8, 95.4,NA,NA,NA,NA,NA,NA
SAT   ,1040,ACADEMY 20,0000,DISTRICT RESULTS,  2129,2031,554.9,537.5,1092.4, 95.4,NA,NA,NA,NA,NA,NA
SAT   ,1040,ACADEMY 20,0076,AIR ACADEMY HIGH SCHOOL,   311,299,556.0,534.6,1090.6, 96.1,NA,NA,NA,NA,NA,NA
SAT   ,1040,ACADEMY 20,0110,ACADEMY ONLINE,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,NA
SAT   ,1040,ACADEMY 20,0209,ASPEN VALLEY CAMPUS,    30,29,510.7,449.3, 960.0, 96.7,NA,NA,NA,NA,NA,NA
SAT   ,1040,ACADEMY 20,1630,THE CLASSICAL ACADEMY HIGH SCHOOL,   149,145,570.4,549.9,1120.3, 97.3,NA,NA,NA,NA,NA,NA
