2017 SAT and PSAT10 District and School Results  - EMBARGOED UNTIL 10:00 A.M. ON AUGUST 17TH ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Means are calculated using only valid scores in the denominator.,,,,,,,,,,,,,,,,
* Values suppressed to protect student privacy.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Test,District Number,District Name,School Number,School Name,Total Students,Valid Scores,Evidence Based Reading and Writing Mean Score,Math Mean Score,Overall Mean Score,Participation Percent,2016 Valid Scores,2016 Evidence Based Reading and Writing Mean Score,2016 Math Mean Score,2016 Overall Mean Score,2016 Participation Percent,Mean Overall Score Change
PSAT  ,2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY COMMUNITY SCHOOL,    25,25,506.0,460.8, 966.8,100.0,26,501.5,457.7,959.2,96.3,7.6
PSAT  ,2000,MESA COUNTY VALLEY 51,6070,FRUITA MONUMENT HIGH SCHOOL,   425,386,480.9,464.7, 945.6, 90.8,316,481.6,461.4,943.0,98.4,2.6
PSAT  ,2000,MESA COUNTY VALLEY 51,6666,PALISADE HIGH SCHOOL,   264,255,464.2,464.8, 929.0, 96.6,184,467.6,466.8,934.4,81.8,-5.4
PSAT  ,2000,MESA COUNTY VALLEY 51,7236,R-5 HIGH SCHOOL,    51,22,380.9,383.2, 764.1, 43.1,16,395.6,364.4,760.0,80.0,4.1
PSAT  ,2000,MESA COUNTY VALLEY 51,9807,GRAND MESA YOUTH SERVICES CENTER,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,*
PSAT  ,2010,CREEDE SCHOOL DISTRICT,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2010,CREEDE SCHOOL DISTRICT,1966,CREEDE SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2020,MOFFAT COUNTY RE:NO 1,0000,DISTRICT RESULTS,   166,155,450.6,441.9, 892.5, 93.4,140,447.6,443.7,891.4,94.6,1.1
PSAT  ,2020,MOFFAT COUNTY RE:NO 1,5962,MOFFAT COUNTY HIGH SCHOOL,   166,155,450.6,441.9, 892.5, 93.4,140,447.6,443.7,891.4,94.6,1.1
PSAT  ,2035,MONTEZUMA-CORTEZ RE-1,0000,DISTRICT RESULTS,   179,159,440.1,428.6, 868.7, 88.8,120,461.8,443.3,905.0,65.2,-36.3
PSAT  ,2035,MONTEZUMA-CORTEZ RE-1,6026,MONTEZUMA-CORTEZ HIGH SCHOOL,   158,147,442.7,429.8, 872.4, 93.0,101,476.4,458.0,934.5,65.6,-62.1
PSAT  ,2035,MONTEZUMA-CORTEZ RE-1,8133,SOUTHWEST OPEN CHARTER SCHOOL,*,< 16,*,*,*,*,19,383.7,364.7,748.4,63.3,*
PSAT  ,2055,DOLORES RE-4A,0000,DISTRICT RESULTS,    50,47,451.1,450.2, 901.3, 94.0,44,467.0,447.0,914.1,89.8,-12.8
PSAT  ,2055,DOLORES RE-4A,2208,DOLORES HIGH SCHOOL,    50,47,451.1,450.2, 901.3, 94.0,44,467.0,447.0,914.1,89.8,-12.8
PSAT  ,2070,MANCOS RE-6,0000,DISTRICT RESULTS,    27,21,460.0,445.7, 905.7, 77.8,27,480.0,460.7,940.7,100.0,-35.0
PSAT  ,2070,MANCOS RE-6,5452,MANCOS HIGH SCHOOL,    27,21,460.0,445.7, 905.7, 77.8,27,480.0,460.7,940.7,100.0,-35.0
PSAT  ,2180,MONTROSE COUNTY RE-1J,0000,DISTRICT RESULTS,   472,450,462.6,450.1, 912.8, 95.3,429,459.2,455.3,914.5,90.1,-1.7
PSAT  ,2180,MONTROSE COUNTY RE-1J,6058,MONTROSE HIGH SCHOOL,   316,303,469.7,452.6, 922.3, 95.9,332,466.5,462.1,928.6,91.5,-6.3
PSAT  ,2180,MONTROSE COUNTY RE-1J,6262,PEAK VIRTUAL ACADEMY,    27,26,518.8,481.5,1000.4, 96.3,< 16,*,*,*,*,*
PSAT  ,2180,MONTROSE COUNTY RE-1J,6494,OLATHE HIGH SCHOOL,    92,89,444.5,451.7, 896.2, 96.7,73,432.7,430.1,862.9,97.3,33.3
PSAT  ,2180,MONTROSE COUNTY RE-1J,6807,PASSAGE CHARTER SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2180,MONTROSE COUNTY RE-1J,9149,VISTA CHARTER SCHOOL,    36,32,400.0,396.9, 796.9, 88.9,< 16,*,*,*,*,*
PSAT  ,2190,WEST END RE-2,0000,DISTRICT RESULTS,    18,17,408.8,431.8, 840.6, 94.4,< 16,*,*,*,*,*
PSAT  ,2190,WEST END RE-2,6436,NUCLA HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2190,WEST END RE-2,6718,PARADOX VALLEY CHARTER SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2395,BRUSH RE-2(J),0000,DISTRICT RESULTS,   115,109,450.1,455.6, 905.7, 94.8,113,442.4,444.6,887.0,95.8,18.7
PSAT  ,2395,BRUSH RE-2(J),1096,BRUSH HIGH SCHOOL,   115,109,450.1,455.6, 905.7, 94.8,113,442.4,444.6,887.0,95.8,18.7
PSAT  ,2405,FORT MORGAN RE-3,0000,DISTRICT RESULTS,   232,229,439.1,435.3, 874.5, 98.7,219,427.4,431.1,858.5,97.3,16.0
PSAT  ,2405,FORT MORGAN RE-3,3078,FORT MORGAN HIGH SCHOOL,   220,217,442.4,439.0, 881.5, 98.6,209,431.0,433.9,864.8,97.2,16.7
PSAT  ,2405,FORT MORGAN RE-3,5180,LINCOLN HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2505,WELDON VALLEY RE-20(J),0000,DISTRICT RESULTS,    20,19,452.1,449.5, 901.6, 95.0,< 16,*,*,*,*,*
PSAT  ,2505,WELDON VALLEY RE-20(J),9360,WELDON VALLEY JR/SR HIGH SCHOOL,    20,19,452.1,449.5, 901.6, 95.0,< 16,*,*,*,*,*
PSAT  ,2515,WIGGINS RE-50(J),0000,DISTRICT RESULTS,    46,46,483.5,452.2, 935.7,100.0,30,465.0,437.7,902.7,100.0,33.0
PSAT  ,2515,WIGGINS RE-50(J),9582,WIGGINS HIGH SCHOOL,    46,46,483.5,452.2, 935.7,100.0,30,465.0,437.7,902.7,100.0,33.0
PSAT  ,2520,EAST OTERO R-1,0000,DISTRICT RESULTS,    87,79,431.4,436.6, 868.0, 90.8,88,435.9,444.3,880.2,93.6,-12.2
PSAT  ,2520,EAST OTERO R-1,5015,LA JUNTA JR/SR HIGH SCHOOL,    87,79,431.4,436.6, 868.0, 90.8,88,435.9,444.3,880.2,93.6,-12.2
PSAT  ,2530,ROCKY FORD R-2,0000,DISTRICT RESULTS,    53,52,456.3,443.8, 900.2, 98.1,58,439.3,421.6,860.9,95.1,39.3
PSAT  ,2530,ROCKY FORD R-2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,    53,52,456.3,443.8, 900.2, 98.1,58,439.3,421.6,860.9,95.1,39.3
PSAT  ,2535,MANZANOLA 3J,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2535,MANZANOLA 3J,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2540,FOWLER R-4J,0000,DISTRICT RESULTS,    39,37,490.8,485.4, 976.2, 94.9,32,477.5,469.7,947.2,97.0,29.0
PSAT  ,2540,FOWLER R-4J,3134,FOWLER HIGH SCHOOL,    39,37,490.8,485.4, 976.2, 94.9,32,477.5,469.7,947.2,97.0,29.0
PSAT  ,2560,CHERAW 31,0000,DISTRICT RESULTS,    18,18,461.7,450.6, 912.2,100.0,< 16,*,*,*,*,*
PSAT  ,2560,CHERAW 31,1546,CHERAW SCHOOL,    18,18,461.7,450.6, 912.2,100.0,< 16,*,*,*,*,*
PSAT  ,2570,SWINK 33,0000,DISTRICT RESULTS,    29,29,496.2,477.2, 973.4,100.0,26,456.2,445.4,901.5,100.0,71.9
PSAT  ,2570,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,    29,29,496.2,477.2, 973.4,100.0,26,456.2,445.4,901.5,100.0,71.9
PSAT  ,2580,OURAY R-1,0000,DISTRICT RESULTS,    25,25,513.6,523.2,1036.8,100.0,< 16,*,*,*,*,*
PSAT  ,2580,OURAY R-1,6600,OURAY SENIOR HIGH SCHOOL,    25,25,513.6,523.2,1036.8,100.0,< 16,*,*,*,*,*
PSAT  ,2590,RIDGWAY R-2,0000,DISTRICT RESULTS,    26,24,518.8,490.4,1009.2, 92.3,24,515.0,456.3,971.3,100.0,37.9
PSAT  ,2590,RIDGWAY R-2,7346,RIDGWAY HIGH SCHOOL,    26,24,518.8,490.4,1009.2, 92.3,24,515.0,456.3,971.3,100.0,37.9
PSAT  ,2600,PLATTE CANYON 1,0000,DISTRICT RESULTS,    76,76,474.9,458.2, 933.0,100.0,81,477.3,484.1,961.4,96.4,-28.4
PSAT  ,2600,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,    76,76,474.9,458.2, 933.0,100.0,80,478.0,485.4,963.4,96.4,-30.4
PSAT  ,2610,PARK COUNTY RE-2,0000,DISTRICT RESULTS,    39,39,471.3,460.3, 931.5,100.0,24,502.1,483.3,985.4,82.8,-53.9
PSAT  ,2610,PARK COUNTY RE-2,8118,SOUTH PARK HIGH SCHOOL,    39,39,471.3,460.3, 931.5,100.0,24,502.1,483.3,985.4,82.8,-53.9
PSAT  ,2620,HOLYOKE RE-1J,0000,DISTRICT RESULTS,    38,35,462.0,439.1, 901.1, 92.1,43,446.5,448.4,894.9,93.5,6.2
PSAT  ,2620,HOLYOKE RE-1J,2686,HOLYOKE ALTERNATIVE SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2620,HOLYOKE RE-1J,4080,HOLYOKE SENIOR HIGH SCHOOL,    36,35,462.0,439.1, 901.1, 97.2,40,450.5,458.0,908.5,95.2,-7.4
PSAT  ,2630,HAXTUN RE-2J,0000,DISTRICT RESULTS,    21,20,491.5,471.0, 962.5, 95.2,22,473.6,465.5,939.1,100.0,23.4
PSAT  ,2630,HAXTUN RE-2J,3850,HAXTUN HIGH SCHOOL,    21,20,491.5,471.0, 962.5, 95.2,22,473.6,465.5,939.1,100.0,23.4
PSAT  ,2640,ASPEN 1,0000,DISTRICT RESULTS,   143,131,509.2,507.7,1016.9, 91.6,116,513.8,494.9,1008.7,84.1,8.2
PSAT  ,2640,ASPEN 1,0432,ASPEN HIGH SCHOOL,   143,131,509.2,507.7,1016.9, 91.6,116,513.8,494.9,1008.7,84.1,8.2
PSAT  ,2650,GRANADA RE-1,0000,DISTRICT RESULTS,    16,16,441.3,438.1, 879.4,100.0,< 16,*,*,*,*,*
PSAT  ,2650,GRANADA RE-1,3546,GRANADA UNDIVIDED HIGH SCHOOL,    16,16,441.3,438.1, 879.4,100.0,< 16,*,*,*,*,*
PSAT  ,2660,LAMAR RE-2,0000,DISTRICT RESULTS,   117,112,415.0,414.8, 829.8, 95.7,101,463.7,463.6,927.2,92.7,-97.4
PSAT  ,2660,LAMAR RE-2,4960,LAMAR HIGH SCHOOL,   117,112,415.0,414.8, 829.8, 95.7,101,463.7,463.6,927.2,92.7,-97.4
PSAT  ,2670,HOLLY RE-3,0000,DISTRICT RESULTS,    26,26,472.3,486.9, 959.2,100.0,23,453.9,439.6,893.5,95.8,65.7
PSAT  ,2670,HOLLY RE-3,4058,HOLLY HIGH SCHOOL,    26,26,472.3,486.9, 959.2,100.0,23,453.9,439.6,893.5,95.8,65.7
PSAT  ,2680,WILEY RE-13 JT,0000,DISTRICT RESULTS,    26,26,449.2,445.4, 894.6,100.0,18,503.3,472.8,976.1,100.0,-81.5
PSAT  ,2680,WILEY RE-13 JT,9608,WILEY JUNIOR-SENIOR HIGH SCHOOL,    26,26,449.2,445.4, 894.6,100.0,18,503.3,472.8,976.1,100.0,-81.5
PSAT  ,2690,PUEBLO CITY 60,0000,DISTRICT RESULTS,  1116,1013,442.8,434.1, 876.9, 90.8,1029,443.7,429.7,873.4,87.7,3.5
PSAT  ,2690,PUEBLO CITY 60,1402,CENTENNIAL HIGH SCHOOL,   309,297,450.3,439.2, 889.5, 96.1,269,457.3,437.2,894.5,88.5,-5.0
PSAT  ,2690,PUEBLO CITY 60,1454,CENTRAL HIGH SCHOOL,   187,149,417.8,414.0, 831.8, 79.7,145,428.9,419.2,848.1,79.7,-16.3
PSAT  ,2690,PUEBLO CITY 60,1488,CHAVEZ/HUERTA K-12 PREPARATORY ACADEMY,    52,49,475.1,460.0, 935.1, 94.2,54,442.0,445.7,887.8,94.7,47.3
PSAT  ,2690,PUEBLO CITY 60,2394,EAST HIGH SCHOOL,   278,245,435.7,429.5, 865.1, 88.1,295,428.7,415.0,843.8,93.7,21.3
PSAT  ,2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,   288,271,449.1,439.5, 888.6, 94.1,264,455.6,441.4,897.0,84.3,-8.4
PSAT  ,2690,PUEBLO CITY 60,9808,PUEBLO YOUTH SERVICE CENTER,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,*
PSAT  ,2700,PUEBLO COUNTY 70,0000,DISTRICT RESULTS,   725,716,474.5,459.4, 933.9, 98.8,638,458.5,450.5,909.0,95.8,24.9
PSAT  ,2700,PUEBLO COUNTY 70,5990,70 ONLINE,    31,25,426.4,408.8, 835.2, 80.6,22,403.6,396.8,800.5,75.9,34.7
PSAT  ,2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,   236,235,470.6,456.0, 926.5, 99.6,198,452.9,450.7,903.5,96.1,23.0
PSAT  ,2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,   347,345,473.3,453.3, 926.6, 99.4,324,463.4,451.3,914.7,97.6,11.9
PSAT  ,2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,    64,64,496.6,513.0,1009.5,100.0,53,438.1,455.8,894.0,98.1,115.5
PSAT  ,2700,PUEBLO COUNTY 70,7879,SWALLOWS CHARTER ACADEMY HIGH SCHOOL,    47,47,498.3,474.9, 973.2,100.0,37,510.0,471.1,981.1,92.5,-7.9
PSAT  ,2710,MEEKER RE1,0000,DISTRICT RESULTS,    49,49,472.9,488.8, 961.6,100.0,52,465.0,464.2,929.2,96.3,32.4
PSAT  ,2710,MEEKER RE1,5762,MEEKER HIGH SCHOOL,    49,49,472.9,488.8, 961.6,100.0,52,465.0,464.2,929.2,96.3,32.4
PSAT  ,2720,RANGELY RE-4,0000,DISTRICT RESULTS,    34,34,464.4,443.5, 907.9,100.0,28,472.5,463.9,936.4,93.3,-28.5
PSAT  ,2720,RANGELY RE-4,7276,RANGELY JUNIOR/SENIOR HIGH SCHOOL,    34,34,464.4,443.5, 907.9,100.0,28,472.5,463.9,936.4,93.3,-28.5
PSAT  ,2730,DEL NORTE C-7,0000,DISTRICT RESULTS,    42,38,477.4,460.3, 937.6, 90.5,24,451.7,435.8,887.5,85.7,50.1
PSAT  ,2730,DEL NORTE C-7,2150,DEL NORTE HIGH SCHOOL,    42,38,477.4,460.3, 937.6, 90.5,24,451.7,435.8,887.5,85.7,50.1
PSAT  ,2740,MONTE VISTA C-8,0000,DISTRICT RESULTS,    99,80,439.0,426.9, 865.9, 80.8,71,448.3,436.9,885.2,82.6,-19.3
PSAT  ,2740,MONTE VISTA C-8,6030,BYRON SYRING DELTA CENTER,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2740,MONTE VISTA C-8,6046,MONTE VISTA SENIOR HIGH SCHOOL,    75,69,437.2,426.8, 864.1, 92.0,64,445.0,439.8,884.8,92.8,-20.7
PSAT  ,2740,MONTE VISTA C-8,6520,MONTE VISTA ON-LINE ACADEMY,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2750,SARGENT RE-33J,0000,DISTRICT RESULTS,    23,22,474.1,427.7, 901.8, 95.7,37,487.0,459.5,946.5,100.0,-44.7
PSAT  ,2750,SARGENT RE-33J,7664,SARGENT SENIOR HIGH SCHOOL,    23,22,474.1,427.7, 901.8, 95.7,37,487.0,459.5,946.5,100.0,-44.7
PSAT  ,2760,HAYDEN RE-1,0000,DISTRICT RESULTS,    29,28,501.8,474.6, 976.4, 96.6,31,451.3,431.6,882.9,100.0,93.5
PSAT  ,2760,HAYDEN RE-1,3862,HAYDEN HIGH SCHOOL,    29,28,501.8,474.6, 976.4, 96.6,31,451.3,431.6,882.9,100.0,93.5
PSAT  ,2770,STEAMBOAT SPRINGS RE-2,0000,DISTRICT RESULTS,   187,176,506.5,507.5,1014.0, 94.1,152,520.7,523.5,1044.1,82.6,-30.1
PSAT  ,2770,STEAMBOAT SPRINGS RE-2,8212,STEAMBOAT SPRINGS HIGH SCHOOL,   179,168,509.9,512.6,1022.5, 93.9,150,523.0,525.5,1048.5,82.4,-26.0
PSAT  ,2770,STEAMBOAT SPRINGS RE-2,9757,YAMPA VALLEY HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2780,SOUTH ROUTT RE 3,0000,DISTRICT RESULTS,    28,24,477.9,477.1, 955.0, 85.7,25,483.2,474.8,958.0,89.3,-3.0
PSAT  ,2780,SOUTH ROUTT RE 3,8050,SOROCO HIGH SCHOOL,    28,24,477.9,477.1, 955.0, 85.7,25,483.2,474.8,958.0,92.6,-3.0
PSAT  ,2790,MOUNTAIN VALLEY RE 1,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2790,MOUNTAIN VALLEY RE 1,6146,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2800,MOFFAT 2,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2800,MOFFAT 2,2018,CRESTONE CHARTER SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2800,MOFFAT 2,5958,MOFFAT PREK-12 SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2810,CENTER 26 JT,0000,DISTRICT RESULTS,    46,41,404.4,405.9, 810.2, 89.1,35,401.7,425.7,827.4,100.0,-17.2
PSAT  ,2810,CENTER 26 JT,0051,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2810,CENTER 26 JT,1368,CENTER VIRTUAL ACADEMY,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2810,CENTER 26 JT,1420,CENTER HIGH SCHOOL,    39,39,405.1,410.5, 815.6,100.0,32,406.3,430.0,836.3,100.0,-20.7
PSAT  ,2820,SILVERTON 1,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2820,SILVERTON 1,7904,SILVERTON HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2830,TELLURIDE R-1,0000,DISTRICT RESULTS,66,60,527.8,525.7,1053.5, 90.9,42,524.0,503.3,1027.4,85.7,26.1
PSAT  ,2830,TELLURIDE R-1,8794,TELLURIDE HIGH SCHOOL,66,60,527.8,525.7,1053.5,90.9,42,524.0,503.3,1027.4,85.7,26.1
PSAT  ,2840,NORWOOD R-2J,0000,DISTRICT RESULTS,    23,20,476.5,484.0, 960.5, 87.0,21,450.0,437.1,887.1,95.5,73.4
PSAT  ,2840,NORWOOD R-2J,6422,NORWOOD PUBLIC SCHOOLS,    23,20,476.5,484.0, 960.5, 87.0,21,450.0,437.1,887.1,95.5,73.4
PSAT  ,2862,JULESBURG RE-1,0000,DISTRICT RESULTS,    47,32,468.4,451.9, 920.3, 68.1,39,455.4,440.5,895.9,65.0,24.4
PSAT  ,2862,JULESBURG RE-1,4369,DESTINATIONS CAREER ACADEMY OF COLORADO,    32,18,477.8,448.3, 926.1, 56.3,23,453.5,420.0,873.5,53.5,52.6
PSAT  ,2862,JULESBURG RE-1,4492,JULESBURG HIGH SCHOOL,*,< 16,*,*,*,*,16,458.1,470.0,928.1,94.1,*
PSAT  ,2865,REVERE SCHOOL DISTRICT,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,2865,REVERE SCHOOL DISTRICT,7322,REVERE JUNIOR-SENIOR HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3000,SUMMIT RE-1,0000,DISTRICT RESULTS,   259,252,477.2,475.3, 952.5, 97.3,215,471.3,470.7,942.0,97.3,10.5
PSAT  ,3000,SUMMIT RE-1,8375,SNOWY PEAKS HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3000,SUMMIT RE-1,8378,SUMMIT HIGH SCHOOL,   241,236,481.9,480.5, 962.4, 97.9,204,474.1,473.9,947.9,98.1,14.5
PSAT  ,3010,CRIPPLE CREEK-VICTOR RE-1,0000,DISTRICT RESULTS,    26,23,467.4,446.5, 913.9, 88.5,22,456.4,430.9,887.3,78.6,26.6
PSAT  ,3010,CRIPPLE CREEK-VICTOR RE-1,2024,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,    26,23,467.4,446.5, 913.9, 88.5,22,456.4,430.9,887.3,78.6,26.6
PSAT  ,3020,WOODLAND PARK RE-2,0000,DISTRICT RESULTS,   183,169,471.7,464.0, 935.7, 92.3,203,467.0,452.5,919.5,93.1,16.2
PSAT  ,3020,WOODLAND PARK RE-2,9696,WOODLAND PARK HIGH SCHOOL,   183,169,471.7,464.0, 935.7, 92.3,202,467.6,452.7,920.3,93.5,15.4
PSAT  ,3030,AKRON R-1,0000,DISTRICT RESULTS,    34,33,498.2,505.2,1003.3, 97.1,24,493.3,484.6,977.9,100.0,25.4
PSAT  ,3030,AKRON R-1,0090,AKRON HIGH SCHOOL,    34,33,498.2,505.2,1003.3, 97.1,24,493.3,484.6,977.9,100.0,25.4
PSAT  ,3040,ARICKAREE R-2,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3040,ARICKAREE R-2,0308,ARICKAREE UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3050,OTIS R-3,0000,DISTRICT RESULTS,    20,20,452.5,441.0, 893.5,100.0,< 16,*,*,*,*,*
PSAT  ,3050,OTIS R-3,6586,OTIS JUNIOR-SENIOR HIGH SCHOOL,    20,20,452.5,441.0, 893.5,100.0,< 16,*,*,*,*,*
PSAT  ,3060,LONE STAR 101,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3060,LONE STAR 101,5258,LONE STAR UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3070,WOODLIN R-104,0000,DISTRICT RESULTS,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3070,WOODLIN R-104,9704,WOODLIN UNDIVIDED HIGH SCHOOL,*,< 16,*,*,*,*,< 16,*,*,*,*,*
PSAT  ,3080,WELD COUNTY RE-1,0000,DISTRICT RESULTS,   146,141,444.9,430.4, 875.2, 96.6,145,427.5,418.8,846.3,93.5,28.9
PSAT  ,3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,   146,141,444.9,430.4, 875.2, 96.6,145,427.5,418.8,846.3,93.5,28.9
PSAT  ,3085,EATON RE-2,0000,DISTRICT RESULTS,   125,123,479.3,464.3, 943.6, 98.4,148,486.3,474.7,961.0,98.7,-17.4
PSAT  ,3085,EATON RE-2,2456,EATON HIGH SCHOOL,   125,123,479.3,464.3, 943.6, 98.4,148,486.3,474.7,961.0,98.7,-17.4
PSAT  ,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,0000,DISTRICT RESULTS,   168,151,427.3,429.6, 856.9, 89.9,182,441.0,427.9,869.0,96.8,-12.1
PSAT  ,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,1446,WELD CENTRAL SENIOR HIGH SCHOOL,   168,151,427.3,429.6, 856.9, 89.9,181,441.4,428.2,869.6,96.8,-12.7
PSAT  ,3100,WINDSOR RE-4,0000,DISTRICT RESULTS,   392,351,493.8,477.7, 971.5, 89.5,321,494.8,488.8,983.6,86.3,-12.1
PSAT  ,3100,WINDSOR RE-4,9393,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE HIGH SCHOOL,    35,35,530.9,490.9,1021.7,100.0,< 16,*,*,*,*,*
PSAT  ,3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,   357,316,489.7,476.2, 965.9, 88.5,306,494.1,488.5,982.5,86.0,-16.6
PSAT  ,3110,JOHNSTOWN-MILLIKEN RE-5J,0000,DISTRICT RESULTS,   253,227,469.4,459.9, 929.3, 89.7,207,466.1,462.2,928.3,92.0,1.0
PSAT  ,3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,   253,227,469.4,459.9, 929.3, 89.7,207,466.1,462.2,928.3,92.0,1.0
PSAT  ,3120,GREELEY 6,0000,DISTRICT RESULTS,  1528,1474,442.7,434.3, 877.0, 96.5,1370,435.4,429.4,864.7,90.7,12.3
PSAT  ,3120,GREELEY 6,1875,FRONTIER CHARTER ACADEMY,    97,97,522.4,486.6,1009.0,100.0,82,513.5,493.8,1007.3,88.2,1.7
PSAT  ,3120,GREELEY 6,2657,EARLY COLLEGE ACADEMY,    92,91,463.7,469.8, 933.5, 98.9,43,457.4,458.1,915.6,100.0,17.9
PSAT  ,3120,GREELEY 6,2825,ENGAGE ONLINE ACADEMY,*,< 16,*,*,*,*,21,416.2,404.3,820.5,95.5,*
PSAT  ,3120,GREELEY 6,2850,UNIVERSITY SCHOOLS,   138,134,468.8,462.2, 931.0, 97.1,161,466.4,466.6,933.0,98.8,-2.0
PSAT  ,3120,GREELEY 6,3610,GREELEY CENTRAL HIGH SCHOOL,   378,363,427.8,423.9, 851.8, 96.0,326,429.9,418.7,848.7,89.6,3.1
PSAT  ,3120,GREELEY 6,3614,GREELEY WEST HIGH SCHOOL,   410,395,433.7,423.0, 856.7, 96.3,405,413.4,408.3,821.7,91.8,35.0
PSAT  ,3120,GREELEY 6,4425,JEFFERSON JUNIOR/SENIOR HIGH,    29,23,384.3,390.0, 774.3, 79.3,36,381.1,391.4,772.5,76.6,1.8
PSAT  ,3120,GREELEY 6,6364,NORTHRIDGE HIGH SCHOOL,   312,306,429.0,422.6, 851.6, 98.1,248,424.4,423.3,847.7,85.8,3.9
PSAT  ,3120,GREELEY 6,8965,UNION COLONY PREPARATORY SCHOOL,    54,53,483.4,470.2, 953.6, 98.1,48,505.6,489.4,995.0,100.0,-41.4
PSAT  ,3120,GREELEY 6,9809,PLATTE VALLEY YOUTH SERVICES CENTER,*,< 16,*,*,*,*,NA,NA,NA,NA,NA,*
PSAT  ,3130,PLATTE VALLEY RE-7,0000,DISTRICT RESULTS,   102,94,465.4,460.5, 926.0, 92.2,92,446.1,448.5,894.6,95.8,31.4
PSAT  ,3130,PLATTE VALLEY RE-7,4670,PLATTE VALLEY HIGH SCHOOL,   102,94,465.4,460.5, 926.0, 92.2,92,446.1,448.5,894.6,95.8,31.4
PSAT  ,3140,WELD COUNTY S/D RE-8,0000,DISTRICT RESULTS,   154,146,420.3,419.5, 839.8, 94.8,127,415.0,423.8,838.7,90.7,1.1
